Dizi Adı,Senarist,Yönetmen,Başrol,Ülke,Kanal,Durumu,Konu,Sezon Sayısı,Bölüm Sayısı,Yapımcı,Yayın tarihi,Platform,Tema Müziği Bestecisi
"Acı Hayat, Link",Aybars Bora Kahyaoğlu  Soner Pehlivan  Tangül Sınav  İsa Yıldız,Abdülkadir Ceylan Ede,Kenan İmirzalıoğlu  Selin Demiratar  Oğuz Galeli  Ebru Kocaağa  Ahmet Yenilmez  Murat Soydan  Meral Orhonsay  Ferdi Merter  Anta Toros,Türkiye,Show TV,Sona erdi,"Acı Hayat, Sinegraf  imzalı, yapımcılığını Osman Sınav'ın, yönetmenliğini ise Abdülkadir Ceylan Ede'nin üstlendiği, 2005-2007 yılları arasında Show TV'de yayımlanan dram ve aksiyon türündeki Türk televizyon dizisidir. 2 sezondan oluşan dizi, 59. bölümü ile final yaparak sona erdi.",2,59,Osman Sınav,14 Aralık 2005 (2005-12-14)[1][2][3] - 18 Haziran 2007 (2007-06-18)[4][5][6],,Aria
"Alacakaranlık, Link",Sulhi DölekDefne KayalarGüliz KucurAlican Yücel,Yağmur TaylanPaxton WintersDurul TaylanAlican Yücel,Uğur YücelKenan İmirzalıoğlu,Türkiye,Show TV,Sona erdi,"Alacakaranlık, 2003-2005 yılları arasında Show TV'de yayımlanan polisiye, macera, gerilim ve aksiyon türündeki Türk yapımı televizyon dizisidir. Dizi, 22 Ekim 2003 tarihinde Show TV'de yayımlanmaya başladı ve 28 Mart 2005 tarihinde yayımlanan 37. bölümü ile sona erdi. Dizi, Çarşamba ve Pazartesi akşamları yayımlandı. Toplam 2 sezondan oluşmaktadır.",2,37,Uğur YücelDefne Kayalar,22 Ekim 2003 - 28 Mart 2005,,
"Aliye, Link",Şebnem Çitak Güliz Kucur Ayfer Tunç,Kudret Sabancı,Sanem ÇelikNejat İşlerHalit Ergenç,Türkiye,atv (2004-2006),Sona erdi,"Aliye, TMC Film imzalı, 2004-2006 yılları arasında atv'de yayımlanan dram türündeki Türk televizyon dizisidir. 3 sezondan oluşan dizi, 76. bölümü ile ekranlara veda etti.",3,76,Erol Avcı,14 Eylül 2004 - 17 Ekim 2006,,
"Asmalı Konak, Link",Mahinur ErgunMeral Okay,Çağan Irmak,Özcan DenizNurgül YeşilçaySelda Alkor,Türkiye,atv,Sona erdi,"Asmalı Konak, 2002-2003 yılları arasında atv'de yayımlanan duygusal ve dram türündeki Türk yapımı televizyon dizisidir. 2 sezondan oluşan dizi, 54. bölümü ile sona erdi.",2,54 (bölümleri listesi),Abdullah Oğuz,11 Mart 2002 - 16 Haziran 2003,,
"Aşka Sürgün, Link",Pınar OrduNeşe Cehizİlker BarışDeniz SertbarutCüneyt Bolak Bilal BabaoğluBarış Pirhasan,Cemal Şan,Mahsun KırmızıgülBeren Saat,Türkiye,atv,Sona erdi,"Aşka Sürgün, Sis Yapım imzalı, drama ve macera türündeki Türk televizyon dizisidir. Dizi, 7 Mart 2005 tarihinde atv'de yayımlanmaya başladı ve 5 Haziran 2006 tarihinde yayımlanan 53. bölümü ile final yaparak ekranlara veda etti. Toplam 2 sezon'dan oluşmaktadır.",2,53,Tomris Giritlioğlu,7 Mart 2005 (2005-03-07) - 5 Haziran 2006 (2006-06-05),,
"Aşkım Aşkım, Link",,Filiz Kaynak (2001-2002)Nursan Esenboğa (2008),Emel SayınMehmet Ali ErbilDoğa RutkayEngin GünaydınGünay KaracaoğluAyumi Takano,Türkiye,Kanal D (2001-2002) Kanal 1 (2007-2008),Sona erdi,"Aşkım Aşkım, 2001-2002 yılları arasında Kanal D'de daha sonra 2007-2008 yılları arasında Kanal 1'de yeni bölümleri ile yayımlanan Türk televizyon dizisidir. Başrollerinde Emel Sayın, Mehmet Ali Erbil ve Doğa Rutkay oynamıştır. 2008'de çekilen bölümlerinde Necati rolünü Barış Aksavaş yerine Durul Bazan canlandırmıştır. Ayrıca 2008'de çekilen bölümlerde Tarık Usta yoktur. Tarık Usta yerine lokantaya alınmış olan Hadise vardır. 2001'de çekilen Aşkım Aşkım'ın yönetmeni Filiz Kaynak, 2008'de çekilen Aşkım Aşkım'ın yönetmeni Nursan Esenboğa'dır. Toplam 2 sezondan oluşan dizi, 1'den 25. bölüm'e kadar Kanal D'de, 26'dan 50. bölüme kadar ise Kanal 1'de yayımlandı.",2,50,Yağmur Ajans,8 Ekim 2001 (2001-10-08)[1][2] - Haziran 2008,,
"Avrupa Yakası, Link",,Hakan Algül (1-41)  Jale Atabey (42-190),Gazanfer Özcan  Hümeyra  Müşfik Kenter  Gönül Ülkü  Ata Demirer  Gülse Birsel  Engin Günaydın  Levent Üzümcü  Şenay Gürler  Bülent Polat  Veysel Diker  Yıldırım Öcek  Yavuz Seçkin  Hale Caneroğlu  Evrim Akın  Vural Çelik  Hasibe Eren  Tolga Çevik  Sarp Apak  Peker Açıkalın  Binnur Kaya  Hakan Yılmaz  Ömür Arpacı  Rutkay Aziz  Suna Keskin  ve diğerleri,Türkiye,atv (2004-2009),Sona erdi,,6,190[1] (bölümleri listesi),Sinan Çetin,11 Şubat 2004 (2004-02-11) - 24 Haziran 2009 (2009-06-24)[4],,
"Bayanlar Baylar, Link",Gani Müjde,Erdoğan Engin,Oktay KaynarcaHande AtaiziGünay KaracaoğluYavuz BingölLevent ÜzümcüAşkın Nur YengiBelma CanciğerSümer TilmaçEmine ÜnMansur ArkNükhet DuruÖzlem Yıldız,Türkiye,Kanal D,Sona erdi,"Bayanlar Baylar, 2002 yılında Kanal D'de  yayımlanan komedi türündeki Türk televizyon dizisidir. Dizi, 13 bölüm yayınlandıktan sonra yayından kaldırıldı. Birinde yaşayan 3 kadın ile diğerinde ise boşanmış oldukları eşlerinin yaşadığı karşı karşıya olan iki daire arasında geçen olaylar konu edilmektedir.",1,13,Abdullah Oğuz,10 Nisan 2002 (2002-04-10)[1] - 20 Eylül 2002 (2002-09-20)[2],,
"Belalı Baldız, Link",Haluk Özenç,Fatih Aksoy Yonca Güzelpınar Günay Köker,Nurgül Yeşilçay Berna Laçin Kenan Işık Mehmet Aslan Cemre Özer Sedef Şahin Raffaele Cedolini Selin Denizli,Türkiye,atv,Sona erdi,"Belalı Baldız, Medyapım imzalı, 2005-2006 yılları arasında atv'de yayınlanmış olan komedi ve aile türündeki Türk televizyon dizisidir. Hope and Faith adlı Amerikan durum komedisinden uyarlanmıştır. Eskişehir'de yaşayan üç çocuklu bir ailenin aniden çıkagelen bir konukla değişen hayatlarını konu almaktadır. Dizi, 34. bölümü ile sona erdi.",1,34,Fatih Aksoy  Işıl Karpuzoğlu,11 Eylül 2005 - 22 Haziran 2006,,
"Beşinci Boyut, Link",Onur ÜnlüFunda AlpNil GüleçAziz Aydın,Hasan Kıraç,Cengiz ToramanDoğan Turan,Türkiye,Samanyolu TV,Sona erdi,"Beşinci Boyut, Eflatun Film imzalı, 12 Eylül 2005 tarihinde Samanyolu TV'de yayımlanmaya başlayan[1][2][3][4] dram ve dini  türdeki Türk televizyon dizisidir. 5 sezondan oluşan dizi, 19 Ekim 2009 tarihinde yayımlanan 140. bölümü ile sona erdi.",5,140 (bölümleri listesi),Melih Sezgin,12 Eylül 2005 (2005-09-12)[1][2][3][4] - 19 Ekim 2009 (2009-10-19),,Aria
"Beyaz Gelincik, Link",Sulhi Dölek,Güzide Balcı,Erkan PetekkayaSezin AkbaşoğullarıAltan ErkekliMehmet Günsürİsmail HacıoğluRana Cabbar,Türkiye,atv,Sona erdi,"Beyaz Gelincik, TMC imzalı, 2005-2007 yılları arasında atv'de yayımlanan dram türündeki Türk televizyon dizisidir. 2 sezondan oluşan dizi, 19 Eylül 2005 tarihinde yayımlanmaya başladı ve 11 Haziran 2007 tarihinde yayımlanan 74. bölümü ile final yaparak sona erdi.",2,74 (bölümleri listesi),Erol Avcı,19 Eylül 2005 (2005-09-19)[1][2][3] - 11 Haziran 2007,,
"Bir İstanbul Masalı, Link",Sertaç ErginNeşe ŞenGökhan HorzumGaye BoralıoğluAydın ÜrediŞerif Erol,Ömür Atay,Mehmet AslantuğAhu TürkpençeÇetin TekindorAltan ErkekliArsen GürzapVahide Perçinİsmail HacıoğluOzan Güven,Türkiye,atv,Sona erdi,"Bir İstanbul Masalı, TMC imzalı, yönetmenliğini Ömür Atay'ın yaptığı, 2003-2005 yılları arasında atv'de yayımlanmış olan aşk ve dram türündeki Türk televizyon dizisidir. Başrollerini Mehmet Aslantuğ, Ozan Güven ve Ahu Türkpençe paylaştı. Dizinin senaryo yazarları Gaye Boralıoğlu ve Neşe Şen'dir. Dizinin görüntü yönetmenliğini Alper Derli, Yasin Uslu, Volkan Kocatürk ve Selahattin Sancaklı yapmıştır. 2 sezondan oluşan dizi, 71. bölümü ile sona erdi.",2,71,Erol Avcı,18 Eylül 2003 - 13 Haziran 2005,,
"Bizim Evin Halleri, Link",Tolga AydoğanErkan BirgörenAyşem Özge YoldaşAynur Ulusoy,Tülay EratalayTarık AlpagutCafer Özgül[1],Beyhan SaranMeral NironEmel GöksuAyşe Nil ŞamlıoğluŞahap SayılganNusret ÇetinelPervin ÜnalpBurak DemirMurat DemirOzan ŞenozanBerfu ÖngörenHülya Gülşen IrmakDilara Yalçın,Türkiye,TRT 1 (14 Şubat 2000-30 Haziran 2006)Kanal 1 (9 Ekim 2006-27 Haziran 2008)atv (1 Eylül 2008-26 Aralık 2008),Sona erdi,"Bizim Evin Halleri, Focus Film imzalı, 2000-2008 yılları arasında günlük olarak yayımlanan aile, duygusal, komedi ve dram türündeki Türk televizyon dizisidir. Dizi, 14 Şubat 2000 tarihinde TRT 1'de yayımlanmaya başladı. İlk 41 bölümü Biz Bize adlı kuşak programı içinde yayımlanan dizi 17 Nisan 2000 tarihinde bağımsızlığını ilan edip yayın hayatına devam etti. Hafta içi her gün yayımlanan dizi TRT 1'de 7 sezon yayımlandı ve 1218 bölüm sürdü. İlk sezonlarda 15 dakika civarı süren dizi sabah kuşağında yayımlanıyordu. Dizi aile komedisi konseptindeydi. 2002 yılından itibaren akşam haberleri öncesi yayımlanmaya devam etti ve süresi 25 dakikaya çıktı. 30 Haziran 2006 tarihinde yayımlanan 1218. bölümü ile final yaparak sona erdi.",10,1705 (bölümleri listesi),Osman BaşNilgün SağyaşarErol UyanıkAdil Daldal,14 Şubat 2000 - 26 Aralık 2008,,
"Büyük Buluşma, Link","Onur Ünlü (1-77)  Funda Alp (1-77)  Aziz Aydın  Serkan Birlik (78-115)  Erkan Çıplak (78-88)  Ertan Kurtulan (116-118, 120-155)  Evrim Aytaş (116-118, 120-155)  Ethem Özışık (116-118, 120-131, 141)  Şafak Ersavaş (119)  Hasan Başoğlu (132-140, 142-155)",Zeynep Tor[1]  U. Yağmur Yavuz  Naci Çelik Berksoy (-82)  Cem Akyoldaş (83-100)  Ahmet Sönmez (101-107)  Gürsel Ateş (108-115)  Metin Çamurcu (116-123)  Hüdaverdi Yavuz (124-155),Ümit Acar (1-36)  Oğuz Oktay[1] (1-6)  Zeynep Ece Akkoca[1] (1-6)  Yusuf Sezgin (37-155),Türkiye,Samanyolu TV,Sona erdi,"Büyük Buluşma, 2004-2008 yılları arasında Samanyolu TV'de yayınlanan dram türündeki Türk televizyon dizisidir. Dizinin tek ana karakteri olan Amil'i ilk sezonda Ümit Acar canlandırmıştır. 2. sezonda Amil'i canlandıran Ümit Acar'ın yerine Yusuf Sezgin geçmiştir.[6] Toplam 4 sezondan oluşan dizi, 27 Haziran 2008 tarihinde yayımlanan 155. bölümü ile sona erdi.",4,155 (bölümleri listesi),Ömer Önder (1-77)  Mustafa Kartal (78-155),4 Ekim 2004 (2004-10-04)[1][2][3] - 27 Haziran 2008 (2008-06-27)[4][5],,Aria
"Büyük Yalan, Link",,Yüksel Aksu  Adnan Güler,Emrah  Sinem Öztufan,Türkiye,atv[2],Sona erdi,"Büyük Yalan, Gold Film imzalı, yapımcılığını Faruk Turgut'un,  yönetmenliğini ise Yüksel Aksu ile Adnan Güler'in üstlendiği, 2004-2006 yılları arasında atv'de yayımlanan Türk yapımı dram türündeki televizyon dizisidir.[3] Başrollerini Emrah ve Sinem Öztufan'ın paylaştığı dizinin çekimleri Muğla'da gerçekleştirilmiştir.[4] 2 sezondan oluşan dizi, 69. bölümü ile final yaparak sona erdi.",2,69,Faruk Turgut,19 Kasım 2004 (2004-11-19) - 9 Haziran 2006 (2006-06-09),,
"Büyümüş de Küçülmüş, Link",Levent Demirkale,Cem Karcı,Mehmet Ali Erbil Melisa Sözen Nilgün Belgün İlkay Saran Taner Ergör Pamela Spence Gökçe Akyıldız Arda Esen Sevinç AktanselMisak TorosKerem Altaylar,Türkiye,Kanal D (2003),Sona erdi,"Büyümüş de Küçülmüş, 2003 yılında Kanal D'de yayımlanmış olan komedi türündeki Türk televizyon dizisidir. Başrollerini; Mehmet Ali Erbil, Melisa Sözen, Nilgün Belgün ve Gökçe Akyıldız paylaşmıştır. Dizi, 9. bölümü ile sona erdi.",1,9,Abdullah Oğuz,11 Ağustos 2003 (2003-08-11)[1] - 28 Ekim 2003 (2003-10-28)[2],,Mithat Can Özer
"Cennet Mahallesi, Link",Resul Ertaş,Serdar Akar (1-6)Yaşar Seriner (7-119),Melek BaykalMüjdat GezenÖzkan UğurAlişanÇağla ŞıkelZeki Alasya,Türkiye,Show TV,Sona erdi,"Cennet Mahallesi, Erler Film imzalı, 11 Haziran 2004 ile 9 Haziran 2007 tarihleri arasında Show TV'de yayımlanan komedi türündeki Türk televizyon dizisi. 3 sezondan oluşan dizi, 119. bölümü ile ekranlara veda etti. 1981 yılında yayınlanan Gırgıriye filminin dizi versiyonudur.",3,119 (bölümleri listesi),Türker İnanoğlu,11 Haziran 2004 (2004-06-11)[1][2] - 9 Haziran 2007 (2007-06-09)[3][4][5][6][7],,Aria
"Çapkın, Link",Ali Can Yaraş,Bora Onur,Okan Yalabık  Özlem Conker  Ahmet Mümtaz Taylan  Nergis Kumbasar  Suna Pekuysal  Bartu Küçükçağlayan  Melis Birkan  Nergis Kumbasar  Nilüfer Silsüpür  Burçin Üçüncüoğlu  Volga Sorgu  Zuhal Yalçın  Aslı Orcan  Süheyla Gözde Soley  Mustafa Uzunyılmaz  Seval İşgören  Güngör Varlı  Hasan Mullaoğlu,Türkiye,Show TV,Sona erdi,"Çapkın, Süreç Film imzalı, 2005-2006 yılları arasında Show TV'de yayımlanan komedi ve romantik türdeki Türk televizyon dizisidir. Başrollerini Okan Yalabık, Özlem Conker, Ahmet Mümtaz Taylan, Suna Pekuysal, Bartu Küçükçağlayan, Burçin Üçüncüoğlu, Nergis Kumbasar, Süheyla Gözde Soley ve Nilüfer Silsüpür'ün paylaştığı bu dizi izleyiciler tarafından beğeniyle izlenmiş fakat dizi Show TV tarafından kısa bir süre sonra bitirilmiştir.",1,17,Ali Gündoğdu,7 Ekim 2005 (2005-10-07)[1][2][3] - 2006,,
"Çemberimde Gül Oya, Link",Sertaç ErginNihan KüçükuralKerim CeylanFikret BeklerÇağan Irmak,Çağan Irmak,Selda AlkorÖzge ÖzberkMehmet Ali NuroğluTuba BüyüküstünMelisa SözenSuzan AksoyŞerif SezerKenan BalIşıl Yücesoy,Türkiye,Kanal D,Sona erdi,"Çemberimde Gül Oya, Çağan Irmak tarafından yönetilmiş dram ve politik  türdeki Türk televizyon dizisidir. 12 Eylül 1980 öncesi Türkiye'sindeki yaşamdan kesitleri sunan dizi, 3 Eylül 2004 tarihinde Kanal D'de yayımlanmaya başladı. Yönetmen Çağan Irmak bir söyleminde, dizi için ""Bu dizinin tutması mucize"" demiştir.[1] Dizi, 1 Temmuz 2005 tarihinde yayımlanan 40. bölümü ile sona erdi.",1,40 (bölümleri listesi),Şükrü AvşarBahadır Atay,3 Eylül 2004 - 1 Temmuz 2005,,Kâmil Nizam BigalıAhmet Yamacı
"Çocuklar Duymasın, Link",Birol GüvenMetin Açıkgöz (2002-2012)Nilüfer Yenidoğan (2002-2005)Özlem Aybek (2002-2005)Müfit Can Saçıntı (2010-2012)Caner Güler (2010-2012),"Bora Tekay (2010-2014, 2017-2019)Raşit Çelikezer (2002-2005)Günay Köker (2010-2012)",Tamer KaradağlıPınar AltuğVolkan SevercanZeyno GünençÖykü GüvenAlp Eren KhamisMehmet Baran ErdoğanBuse Sinem İrenEski başrolAyşecan TatariFurkan KızılayÖzgür OzanHayal Kahraman ÖzalpBengisu Özenel,Türkiye,"TGRT (2002)atv (2002-2003, 2010-2012)Star TV (2003-2005)FOX (2013-2014)Kanal D (2017-2019)",Ara verdi,"Çocuklar Duymasın, 2002-2019 yılları arasında yayımlanan aile ve durum komedisi türündeki Türk televizyon dizisi. MinT Motion Pictures tarafından hazırlanan dizinin senaristliğini Birol Güven yapmıştır. Dizide birbirine katlanamayan, ayrılığın eşiğinde yaşayan karı-koca ve onların evli kalmalarını zorunlu hâle getiren iki çocuktan oluşan bir ailenin, birbirleri ve dostlarıyla olan ilişkileri anlatılır.",9,464 (bölümleri listesi),Birol GüvenSüleyman Nebioğlu (2002),16 Ocak 2002 - 11 Nisan 2019,,Aydın SarmanBurcu Güven
"Çocuklar Ne Olacak, Link",Metin Açıkgöz,Raşit Çelikezer,Ayşecan TatariFurkan KızılayÖzgür OzanZeyno GünençFerdi AkarnurAyşen Tekin,Türkiye,Star TV (2004-2005),Sona erdi,"Çocuklar Ne Olacak, 2004-2005 sezonunda Star TV'de yayınlanan aile ve komedi türündeki Türk televizyon dizisidir. Dizi, 26. bölümü ile sona erdi.",1,26,Birol Güven,15 Eylül 2004 - 6 Mayıs 2005,,
"Dadı, Link",Erol Hızarcı,Fatih Aksoy  Ebru Yalçın  Yonca Güzelpınar,Gülben Ergen  Kenan Işık  Haldun Dormen  Seray Sever  Sinem Kobal  İlkay Saran  Yaşar Abravaya  Gökçe Uzuner  Tanju Tuncel  Ercan Süt  Alp Emre Kököz  Altuğ Yücel,Türkiye,Show TV (2001)  Star TV (2002),Sona erdi.,"Dadı, Medyapım imzalı, Gülben Ergen, Haldun Dormen, Kenan Işık ve Seray Sever'in başrollerini paylaştığı komedi türündeki Türk televizyon dizisidir. Amerikan sit-com'u The Nanny'den uyarlanan dizi, 5 Ocak 2001 Cuma akşamı Show TV'de yayınlanmaya başladı ve burada 23 Kasım 2001 tarihine kadar yayımlandı. 2 ay aradan sonra 19 Ocak 2002 Cumartesi gününden itibaren Star TV'de yayımlanmaya devam etti, burada 28 Ekim 2002 Pazartesi günü yayımlanan  61. bölümü ile sona erdi. Toplam 3 sezon'dan oluşmaktadır.",3,61,Sibel Tuna,5 Ocak 2001 - 28 Ekim 2002,,
"Ekmek Teknesi, Link",Hasan KaçanBahadır ÖzdenerRaci ŞaşmazElif AktuğMehmet TurgutÖmer Lütfi Mete,Metin GünayOsman SınavGürsel AteşSadullah Şentürk,Savaş DinçelSermin HürmeriçHasan KaçanKadir ÇöpdemirAhmet Yenilmez,Türkiye,atv (2002-2004)Show TV (2004-2005),Sona erdi,"Ekmek Teknesi, Sinegraf ve Pana Film imzalı, 16 Kasım 2002 tarihinde atv'de yayımlanmaya başlayan[1][2] ve bir ailenin başından geçenleri konu alan komedi ve dram türündeki Türk televizyon dizisidir. 2004 yılında Show TV'ye geçti. Son sezonu burada yayımlandı ve 13 Haziran 2005 tarihinde yayımlanan 106. bölümü ile ekranlara veda etti. Toplam 3 sezondan oluşmaktadır.",3,106,Osman Sınav (2002-2004)Raci Şaşmaz (2004-2005),16 Kasım 2002 (2002-11-16)[1][2] - 13 Haziran 2005 (2005-06-13)[3][4],,İncesaz
"Emret Komutanım, Link",Alper ErzeMustafa AltıoklarSermiyan MidyatSırrı Süreyya ÖnderMüfit Can SaçıntıYılmaz OkumuşMeriç AcemiEmine AltıoklarCaner GülerNükhet BıçakçıEbru HacoğluSavaş SaylanÖmhur KaynakÖmer GençEngin ElgünOsman DikicilerEngin Özer,Mustafa Altıoklar (Proje genel yönetmeni)Kartal TibetÖmer UğurHakan AlgülOğuz YalçınTaner AkvardarHaluk GölTuba GermanSarp LevendoğluMurat Düzgünoğlu,Sarp LevendoğluDemet EvgarSeda Akman,Türkiye,Show TV (2005-2007)  Kanal 1 (2008),Sona erdi,"Emret Komutanım, 2005-2008 yılları arasında ilk olarak  Show TV'de daha sonra ise Kanal 1'de yayımlanan askeri, dram ve  komedi türündeki Türk televizyon dizisidir. Dizi, 23 Haziran 2005[1][2][3] ile 8 Haziran 2007[7] tarihleri arasında Show TV'de yayımlanmıştır. 2008 yılında ise Kanal 1'de yeniden yayımlanmaya başlamış ve 95.[kaynak belirtilmeli] bölümüyle yayından kaldırılmıştır. Toplam 4 sezondan oluşmaktadır. Daha sonra 2009 yılında FOX'ta Uygun Adım Aşk adıyla yayımlandı ve 10.  bölümü ile sona erdi. Bu dizide ise eskilerden Şişik Gökhan ve Astek Kerim oynamıştır. 2013 yılının Şubat ayında Kanaltürk'te Emret Komutanım Yeniden adıyla tekrar yayımlanmaya başladı ve 30.[kaynak belirtilmeli] bölümüyle final yaparak sona erdi.",4,95,Emine AltıoklarMehmet Altıoklar,23 Haziran 2005 (2005-06-23)[1][2][3] - 18 Temmuz 2008 (2008-07-18)[4][5][6],,Halit Recep Arman
"En Son Babalar Duyar, Link",Necmi YapıcıMurat Aras Metin Açıkgöz Birol GüvenKenan Kuzan,Sibel KocataşFunda Karagöz,Ayşegül Atik Ali Erkazan Levent Ülgen Hatice Aslan,Türkiye,"TRT 1 (2002-2003,  1. sezon) Star TV (2003-2006,  2-5. sezon)",Sona erdi,"En Son Babalar Duyar, 21 Eylül 2002 tarihinde TRT 1'de yayımlanmaya başlayan durum komedisi, aile ve dram türündeki Türk televizyon dizisidir. Yapımcılığını Mint Prodüksiyon'un üstlendiği dizinin yönetmenliğini Sibel Kocataş yaptı, senaryosunu ise Murat Aras yazdı.",5,200   (İlk sezon TRT 1'de yayımlandı .[1][2]  Star TV'de yayımlanmaya başlayınca bölüm numarası sıfırlanmıştır.  2-5 sezonlar Star TV'de yayımlandı.)[3][4] (bölümleri listesi),Birol Güven,21 Eylül 2002 (2002-09-21)[5] - 30 Aralık 2006 (2006-12-30),,
"Esir Şehrin İnsanları, Link",Ahmet Yurdakul,Cafer Özgül,Emre KınayZeynep TokuşFikret KuşkanBaşak KöklükayaSeray SeverZafer AlgözAli Sirmen,Türkiye,TRT 1,Sona erdi,"Esir Şehrin İnsanları, 2003 yılında TRT 1'de yayımlanmış, Kemal Tahir'in aynı adlı eserinden ekrana uyarlanmış, Cafer Özgül'ün yönetmenliğini üstlendiği ve Ahmet Yurdakul'un senaryosunu yazdığı tarihî türdeki Türk televizyon dizisidir. Dizi, 8. bölümü ile sona erdi.",1,8,Cem Özdemir,2003 - 2003,,
"Gülbeyaz, Link",Rüya İşçileriMeriç DemirayCenk BogaturCem GörgeçBarış Erdoğan,Özer Kızıltan,Şevval SamNejat İşlerMeral ÇetinkayaKamran UsluerBora AyanoğluYeşim Ceren Bozoğlu,Türkiye,Kanal D,Sona erdi,"Gülbeyaz, yönetmenliğini Özer Kızıltan'ın üstlendiği macera ve drama türündeki Türk televizyon dizisidir. 13 Aralık 2002 ile 27 Haziran 2003 tarihleri arasında Kanal D'de yayımlanan dizi, bir sezon sürdü ve 26. bölümü ile sona erdi. Karadenizli iki ailenin hayatını anlatan dizi eyeQ prodiction şirketi tarafından üretilmiştir. 2002 yılının başlarında dizinin belirli yapım aşaması çalışmaları gerçekleşti ve aynı dönemde oyuncular belirlendi.",1,26 (bölümleri listesi),,13 Aralık 2002 - 27 Haziran 2003,,Kazım Koyuncu
"Gümüş, Link",,Tarık AlpagutKemal Uzun,Kıvanç TatlıtuğSongül ÖdenEkrem Bora,Türkiye,Kanal D (2005-2007),Sona erdi,"Gümüş, D Productions imzalı, ilk bölümü 20 Ocak 2005 tarihinde yayımlanan, dram ve romantik  türdeki Türk televizyon dizisidir. Kanal D'de yayımlanan dizi Gümüş ve Mehmet Şadoğlu çiftinin yaşamları ve ailelerinin hayatlarını konu almaktadır. 2013 yılında tekrarları Beyaz TV'de verilmiştir. Aynı zamanda teve2'de gündüz kuşağında yer almıştır. 3 sezondan oluşan dizi,  16 Haziran 2007 tarihinde yayımlanan 100. bölümü ile final yaparak ekranlara veda etmiştir.",3,100 (bölümleri listesi),,20 Ocak 2005 (2005-01-20)[1][2][3][4] - 16 Haziran 2007 (2007-06-16),,
